product_id,product_name,category,brand,cost_price,unit_price,margin_pct,profit_per_unit,price_segment
P0122,BrandA Loss,Electronics,BrandC,48.21,83.05,41.95,34.839999999999996,Budget
P0123,BrandC Word,Home & Kitchen,BrandD,112.93,159.16,29.05,46.22999999999999,Mid-Range
P0124,BrandC Every,Home & Kitchen,BrandD,57.83,76.7,24.6,18.870000000000005,Budget
P0125,BrandA Off,Apparel,BrandC,28.31,44.79,36.79,16.48,Budget
P0126,BrandB History,Apparel,BrandB,149.03,201.02,25.86,51.99000000000001,Mid-Range
P0127,BrandC Another,Electronics,BrandB,62.77,89.43,29.81,26.660000000000004,Budget
P0128,BrandC Look,Electronics,BrandB,58.49,115.63,49.42,57.13999999999999,Budget
P0129,BrandC Let,Apparel,BrandD,25.0,27.78,10.01,2.780000000000001,Budget
P0130,BrandC Trial,Personal Care,BrandD,90.89,115.06,21.01,24.17,Budget
P0131,BrandA Gas,Home & Kitchen,BrandD,27.25,31.58,13.71,4.329999999999998,Budget
P0132,BrandD Ever,Electronics,BrandA,34.59,63.3,45.36,28.709999999999994,Budget
P0133,BrandC Physical,Electronics,BrandB,28.1,50.24,44.07,22.14,Budget
P0134,BrandB Step,Personal Care,BrandD,182.16,249.13,26.88,66.97,Mid-Range
P0135,BrandD Especially,Home & Kitchen,BrandA,123.88,218.78,43.38,94.9,Mid-Range
P0136,BrandB Treat,Apparel,BrandC,133.78,166.07,19.44,32.28999999999999,Mid-Range
P0137,BrandB Money,Electronics,BrandB,5.52,8.31,33.57,2.790000000000001,Budget
P0138,BrandD Prove,Home & Kitchen,BrandA,50.14,87.06,42.41,36.92,Budget
P0139,BrandD Own,Electronics,BrandB,185.16,334.96,44.72,149.79999999999998,Premium
P0140,BrandB Community,Personal Care,BrandA,111.19,187.12,40.58,75.93,Mid-Range
P0141,BrandC Hour,Apparel,BrandA,16.63,30.16,44.86,13.530000000000001,Budget
P0142,BrandC Factor,Personal Care,BrandA,96.4,132.42,27.2,36.01999999999998,Budget
P0143,BrandD Dark,Home & Kitchen,BrandD,90.36,148.03,38.96,57.67,Budget
P0144,BrandD Mind,Home & Kitchen,BrandC,10.04,13.11,23.42,3.0700000000000003,Budget
P0145,BrandA Stay,Home & Kitchen,BrandA,153.81,193.44,20.49,39.629999999999995,Mid-Range
P0146,BrandD Church,Home & Kitchen,BrandB,199.4,297.56,32.99,98.16,Mid-Range
P0147,BrandD Safe,Electronics,BrandD,72.85,101.99,28.57,29.14,Budget
P0148,BrandA Particular,Apparel,BrandC,85.27,131.82,35.31,46.55,Budget
P0149,BrandD Hot,Electronics,BrandD,22.17,29.42,24.64,7.25,Budget
P0150,BrandA Serious,Personal Care,BrandA,133.24,211.63,37.04,78.38999999999999,Mid-Range
P0151,BrandD Side,Electronics,BrandB,106.1,176.17,39.77,70.07,Mid-Range
P0152,BrandD Growth,Personal Care,BrandA,44.69,71.25,37.28,26.560000000000002,Budget
P0153,BrandC Surface,Personal Care,BrandD,28.68,56.67,49.39,27.990000000000002,Budget
P0154,BrandB Alone,Apparel,BrandC,112.41,179.52,37.38,67.11000000000001,Mid-Range
P0155,BrandA World,Apparel,BrandA,94.98,114.52,17.06,19.539999999999992,Budget
P0156,BrandB Smile,Personal Care,BrandC,104.23,140.3,25.71,36.07000000000001,Budget
P0157,BrandD Past,Personal Care,BrandB,94.07,115.72,18.71,21.650000000000006,Budget
P0158,BrandB Value,Apparel,BrandA,58.87,106.61,44.78,47.74,Budget
P0159,BrandD Some,Home & Kitchen,BrandC,165.01,223.52,26.18,58.51000000000002,Mid-Range
P0160,BrandC Memory,Personal Care,BrandB,92.08,141.43,34.89,49.35000000000001,Budget
P0161,BrandC Least,Personal Care,BrandD,186.91,351.88,46.88,164.97,Premium
P0162,BrandB Onto,Personal Care,BrandB,171.92,252.67,31.96,80.75,Mid-Range
P0163,BrandC Power,Personal Care,BrandD,80.29,136.28,41.08,55.989999999999995,Budget
P0164,BrandB Whatever,Personal Care,BrandA,29.62,58.32,49.21,28.7,Budget
P0165,BrandC Establish,Electronics,BrandD,24.44,46.91,47.9,22.469999999999995,Budget
P0166,BrandA Human,Apparel,BrandD,174.83,344.93,49.31,170.1,Premium
P0167,BrandA Early,Personal Care,BrandC,71.02,122.4,41.98,51.38000000000001,Budget
P0168,BrandA Mouth,Home & Kitchen,BrandD,191.06,317.95,39.91,126.88999999999999,Premium
P0169,BrandD Get,Electronics,BrandA,50.78,87.14,41.73,36.36,Budget
P0170,BrandC Education,Apparel,BrandD,89.62,106.52,15.87,16.89999999999999,Budget
P0171,BrandA Sometimes,Personal Care,BrandB,140.33,268.46,47.73,128.12999999999997,Mid-Range
P0172,BrandA Difficult,Home & Kitchen,BrandA,62.21,89.42,30.43,27.21,Budget
P0173,BrandB Player,Apparel,BrandD,115.36,209.18,44.85,93.82000000000001,Mid-Range
P0174,BrandB Decide,Apparel,BrandA,123.85,178.88,30.76,55.03,Mid-Range
P0175,BrandB Give,Personal Care,BrandB,50.28,84.17,40.26,33.89,Budget
P0176,BrandD Offer,Home & Kitchen,BrandA,180.29,273.81,34.16,93.52000000000001,Mid-Range
P0177,BrandC May,Apparel,BrandA,91.14,128.6,29.13,37.459999999999994,Budget
P0178,BrandC Use,Personal Care,BrandC,94.08,129.07,27.11,34.989999999999995,Budget
P0179,BrandD Product,Personal Care,BrandA,51.26,82.77,38.07,31.509999999999998,Budget
P0180,BrandC Unit,Home & Kitchen,BrandA,195.7,331.2,40.91,135.5,Premium
P0181,BrandC Card,Electronics,BrandA,182.57,323.27,43.52,140.7,Premium
P0182,BrandC Fund,Apparel,BrandC,47.71,60.65,21.34,12.939999999999998,Budget
P0183,BrandC Direction,Apparel,BrandA,181.16,304.66,40.54,123.50000000000003,Premium
P0184,BrandC Think,Personal Care,BrandA,118.02,207.61,43.15,89.59000000000002,Mid-Range
P0185,BrandA Mind,Home & Kitchen,BrandC,150.76,189.67,20.51,38.91,Mid-Range
P0186,BrandB Who,Home & Kitchen,BrandC,166.94,222.24,24.88,55.30000000000001,Mid-Range
P0187,BrandD Party,Home & Kitchen,BrandC,161.83,246.22,34.27,84.38999999999999,Mid-Range
P0188,BrandA Strong,Apparel,BrandB,172.73,302.59,42.92,129.85999999999999,Premium
P0189,BrandD Tax,Home & Kitchen,BrandA,159.18,177.09,10.11,17.909999999999997,Mid-Range
P0190,BrandA Middle,Personal Care,BrandC,136.2,232.24,41.35,96.04000000000002,Mid-Range
P0191,BrandD Face,Home & Kitchen,BrandA,136.59,208.21,34.4,71.62,Mid-Range
P0192,BrandC Become,Apparel,BrandA,128.9,195.65,34.12,66.75,Mid-Range
P0193,BrandC Nothing,Personal Care,BrandA,32.26,62.96,48.76,30.700000000000003,Budget
P0194,BrandC In,Personal Care,BrandA,23.95,45.47,47.33,21.52,Budget
P0195,BrandB Care,Personal Care,BrandD,77.35,151.18,48.84,73.83000000000001,Mid-Range
P0196,BrandD Strategy,Apparel,BrandD,132.71,245.56,45.96,112.85,Mid-Range
P0197,BrandD Campaign,Home & Kitchen,BrandA,139.6,180.86,22.81,41.26000000000002,Mid-Range
P0198,BrandD Instead,Apparel,BrandC,24.37,41.85,41.77,17.48,Budget
P0199,BrandC Grow,Electronics,BrandD,58.8,115.92,49.28,57.120000000000005,Budget
P0200,BrandD While,Electronics,BrandB,130.13,213.08,38.93,82.95000000000002,Mid-Range
P0201,BrandA Good,Electronics,BrandC,52.5,63.7,17.58,11.200000000000003,Budget
P0202,BrandB Simple,Electronics,BrandB,119.34,218.6,45.41,99.25999999999999,Mid-Range
P0203,BrandB Since,Home & Kitchen,BrandB,158.79,259.84,38.89,101.04999999999998,Mid-Range
P0204,BrandC Right,Apparel,BrandB,110.34,200.67,45.01,90.32999999999998,Mid-Range
P0205,BrandA Congress,Electronics,BrandB,7.9,14.31,44.79,6.41,Budget
P0206,BrandB Police,Home & Kitchen,BrandA,38.98,44.72,12.84,5.740000000000002,Budget
P0207,BrandD Use,Electronics,BrandA,97.87,176.19,44.45,78.32,Mid-Range
P0208,BrandA Situation,Personal Care,BrandB,189.36,215.69,12.21,26.329999999999984,Mid-Range
P0209,BrandC Over,Personal Care,BrandA,16.86,25.81,34.68,8.95,Budget
P0210,BrandD Discuss,Personal Care,BrandA,100.6,193.02,47.88,92.42000000000002,Mid-Range
P0211,BrandA Middle,Electronics,BrandC,123.62,143.29,13.73,19.669999999999987,Budget
P0212,BrandC Finally,Home & Kitchen,BrandD,198.95,313.84,36.61,114.88999999999999,Premium
P0213,BrandD Young,Personal Care,BrandA,159.65,192.05,16.87,32.400000000000006,Mid-Range
P0214,BrandB Apply,Personal Care,BrandD,178.18,262.36,32.09,84.18,Mid-Range
P0215,BrandD Whom,Personal Care,BrandD,147.27,203.42,27.6,56.14999999999998,Mid-Range
P0216,BrandC Between,Home & Kitchen,BrandC,190.95,328.08,41.8,137.13,Premium
P0217,BrandD Husband,Electronics,BrandA,167.2,197.95,15.53,30.75,Mid-Range
P0218,BrandA Child,Home & Kitchen,BrandB,113.49,184.74,38.57,71.25000000000001,Mid-Range
P0219,BrandC Radio,Electronics,BrandD,73.95,125.63,41.14,51.67999999999999,Budget
P0220,BrandD Artist,Electronics,BrandC,122.08,172.92,29.4,50.83999999999999,Mid-Range
P0221,BrandB Network,Apparel,BrandD,48.73,58.35,16.49,9.620000000000005,Budget
P0222,BrandC Business,Electronics,BrandC,116.95,213.61,45.25,96.66000000000001,Mid-Range
P0223,BrandA Song,Home & Kitchen,BrandA,40.18,69.61,42.28,29.43,Budget
P0224,BrandC Mouth,Home & Kitchen,BrandC,6.19,11.66,46.91,5.47,Budget
P0225,BrandD Week,Electronics,BrandB,149.49,295.19,49.36,145.7,Mid-Range
P0226,BrandA Other,Apparel,BrandD,86.87,122.21,28.92,35.33999999999999,Budget
P0227,BrandC Recent,Home & Kitchen,BrandC,156.48,252.06,37.92,95.58000000000001,Mid-Range
P0228,BrandA Herself,Electronics,BrandB,35.69,59.1,39.61,23.410000000000004,Budget
P0229,BrandA Degree,Home & Kitchen,BrandD,134.08,206.09,34.94,72.00999999999999,Mid-Range
P0230,BrandD Car,Personal Care,BrandC,47.04,73.43,35.94,26.390000000000008,Budget
P0231,BrandC Part,Personal Care,BrandA,60.23,103.03,41.54,42.800000000000004,Budget
P0232,BrandD Poor,Home & Kitchen,BrandA,48.0,95.33,49.65,47.33,Budget
P0233,BrandA Relationship,Electronics,BrandB,63.78,82.28,22.48,18.5,Budget
P0234,BrandB Cup,Home & Kitchen,BrandC,68.98,76.36,9.66,7.3799999999999955,Budget
P0235,BrandD List,Apparel,BrandB,79.14,137.17,42.31,58.02999999999999,Budget
P0236,BrandC Still,Electronics,BrandD,173.04,196.93,12.13,23.890000000000015,Mid-Range
P0237,BrandA During,Personal Care,BrandA,173.11,280.12,38.2,107.00999999999999,Mid-Range
P0238,BrandD Say,Personal Care,BrandC,27.46,30.72,10.61,3.259999999999998,Budget
P0239,BrandC Market,Apparel,BrandD,167.25,322.42,48.13,155.17000000000002,Premium
P0240,BrandA Real,Personal Care,BrandD,52.45,85.49,38.65,33.03999999999999,Budget
P0241,BrandA Town,Personal Care,BrandC,150.43,195.47,23.04,45.03999999999999,Mid-Range
P0242,BrandB Report,Electronics,BrandA,108.47,138.25,21.54,29.78,Budget
P0243,BrandC Who,Home & Kitchen,BrandD,51.07,62.91,18.82,11.839999999999996,Budget
P0244,BrandB Walk,Apparel,BrandB,153.24,258.97,40.83,105.73000000000002,Mid-Range
P0245,BrandB We,Personal Care,BrandD,152.12,271.37,43.94,119.25,Mid-Range
P0246,BrandD Social,Home & Kitchen,BrandC,34.44,40.0,13.9,5.560000000000002,Budget
P0247,BrandD Hundred,Home & Kitchen,BrandC,120.33,170.48,29.42,50.14999999999999,Mid-Range
P0248,BrandA Teacher,Home & Kitchen,BrandD,93.12,107.2,13.13,14.079999999999998,Budget
P0249,BrandC Firm,Electronics,BrandA,124.93,194.44,35.75,69.50999999999999,Mid-Range
P0250,BrandD Hard,Electronics,BrandD,182.26,294.26,38.06,112.0,Mid-Range
P0251,BrandB Task,Home & Kitchen,BrandD,102.77,201.63,49.03,98.86,Mid-Range
P0252,BrandD Do,Electronics,BrandC,196.57,231.15,14.96,34.58000000000001,Mid-Range
P0253,BrandB Someone,Electronics,BrandB,142.99,284.82,49.8,141.82999999999998,Mid-Range
P0254,BrandB Least,Home & Kitchen,BrandC,184.0,266.56,30.97,82.56,Mid-Range
P0255,BrandC Exactly,Electronics,BrandC,17.85,21.15,15.6,3.299999999999997,Budget
P0256,BrandD Now,Home & Kitchen,BrandC,146.13,247.09,40.86,100.96000000000001,Mid-Range
P0257,BrandB Mean,Home & Kitchen,BrandA,118.63,145.59,18.52,26.960000000000008,Budget
P0258,BrandC Rise,Home & Kitchen,BrandD,30.15,52.4,42.46,22.25,Budget
P0259,BrandA Current,Home & Kitchen,BrandD,130.48,182.1,28.35,51.620000000000005,Mid-Range
P0260,BrandB Thought,Electronics,BrandD,104.16,116.29,10.43,12.13000000000001,Budget
P0261,BrandC Serve,Apparel,BrandB,71.64,128.2,44.12,56.55999999999999,Budget
P0262,BrandB Speak,Apparel,BrandB,35.21,48.1,26.8,12.89,Budget
P0263,BrandA Candidate,Electronics,BrandC,175.9,291.33,39.62,115.42999999999998,Mid-Range
P0264,BrandD Pretty,Apparel,BrandB,40.26,69.39,41.98,29.130000000000003,Budget
P0265,BrandB Line,Personal Care,BrandA,85.12,145.45,41.48,60.329999999999984,Budget
P0266,BrandB Often,Personal Care,BrandC,151.72,273.92,44.61,122.20000000000002,Mid-Range
P0267,BrandB Edge,Apparel,BrandC,193.29,349.07,44.63,155.78,Premium
P0268,BrandB Reason,Home & Kitchen,BrandD,95.03,128.63,26.12,33.599999999999994,Budget
P0269,BrandD Give,Personal Care,BrandB,164.29,299.19,45.09,134.9,Mid-Range
P0270,BrandB Person,Home & Kitchen,BrandA,130.03,245.33,47.0,115.30000000000001,Mid-Range
P0271,BrandA How,Electronics,BrandC,21.36,26.58,19.64,5.219999999999999,Budget
P0272,BrandD Political,Apparel,BrandD,22.88,43.92,47.91,21.040000000000003,Budget
P0273,BrandD Continue,Home & Kitchen,BrandA,85.9,125.14,31.36,39.239999999999995,Budget
P0274,BrandC Upon,Apparel,BrandD,198.93,285.95,30.43,87.01999999999998,Mid-Range
P0275,BrandA Similar,Home & Kitchen,BrandA,168.64,284.15,40.65,115.50999999999999,Mid-Range
P0276,BrandB Near,Apparel,BrandA,60.94,112.54,45.85,51.60000000000001,Budget
P0277,BrandB Management,Personal Care,BrandD,124.99,239.39,47.79,114.39999999999999,Mid-Range
P0278,BrandA Tough,Home & Kitchen,BrandB,167.82,267.49,37.26,99.67000000000002,Mid-Range
P0279,BrandD Significant,Electronics,BrandC,51.34,62.1,17.33,10.759999999999998,Budget
P0280,BrandB Itself,Personal Care,BrandD,17.25,31.96,46.03,14.71,Budget
P0281,BrandD Force,Electronics,BrandB,145.12,197.67,26.58,52.54999999999998,Mid-Range
P0282,BrandA Where,Home & Kitchen,BrandB,116.28,147.51,21.17,31.22999999999999,Budget
P0283,BrandA Outside,Home & Kitchen,BrandA,190.91,303.48,37.09,112.57000000000002,Premium
P0284,BrandA Become,Personal Care,BrandD,13.49,19.54,30.96,6.049999999999999,Budget
P0285,BrandC Everybody,Home & Kitchen,BrandA,74.63,86.63,13.85,12.0,Budget
P0286,BrandB Film,Electronics,BrandC,31.01,43.94,29.43,12.929999999999996,Budget
P0287,BrandC Arm,Apparel,BrandD,196.26,300.41,34.67,104.15000000000003,Premium
P0288,BrandB Owner,Apparel,BrandA,144.63,281.92,48.7,137.29000000000002,Mid-Range
P0289,BrandA Toward,Home & Kitchen,BrandB,13.54,17.32,21.82,3.780000000000001,Budget
P0290,BrandA Ball,Home & Kitchen,BrandC,105.5,209.97,49.75,104.47,Mid-Range
P0291,BrandD Memory,Home & Kitchen,BrandA,151.89,193.2,21.38,41.31,Mid-Range
P0292,BrandC Use,Electronics,BrandC,58.28,106.04,45.04,47.760000000000005,Budget
P0293,BrandD President,Personal Care,BrandD,179.45,259.84,30.94,80.38999999999999,Mid-Range
P0294,BrandB Whatever,Personal Care,BrandD,76.63,139.28,44.98,62.650000000000006,Budget
P0295,BrandC Right,Electronics,BrandD,20.39,33.48,39.1,13.089999999999996,Budget
